"","Category","City","Country","Customer.Name","Discount","Number.of.Records","Order.Date","Order.ID","Postal.Code","Manufacturer","Product.Name","Profit","Quantity","Region","Sales","Segment","Ship.Date","Ship.Mode","State","Sub.Category"
"8535","Furniture","Saint Peters","United States","Robert Dilbeck",0,1,"3/20/2017","CA-2017-127670",63376,"Chromcraft","Chromcraft Round Conference Tables",146.4036,4,"Central",697.16,"Home Office","3/24/2017","Standard Class","Missouri","Tables"
"8536","Furniture","Moorhead","United States","Mark Packer",0,1,"11/17/2015","CA-2015-145926",56560,"Global","Global Super Steno Chair",81.583,5,"Central",479.9,"Home Office","11/21/2015","Standard Class","Minnesota","Chairs"
"8537","Furniture","Lafayette","United States","Sean Miller",0,1,"7/9/2018","CA-2018-145128",47905,"Eldon","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",31.587,5,"Central",526.45,"Home Office","7/14/2018","Standard Class","Indiana","Furnishings"
"8538","Furniture","Superior","United States","Eugene Moren",0,1,"5/30/2017","CA-2017-152730",54880,"DAX","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",21.33,5,"Central",47.4,"Home Office","6/4/2017","Standard Class","Wisconsin","Furnishings"
"8539","Furniture","Tulsa","United States","Rick Bensley",0,1,"9/7/2015","CA-2015-117765",74133,"KI","KI Adjustable-Height Table",111.774,5,"Central",429.9,"Home Office","9/13/2015","Standard Class","Oklahoma","Tables"
"8540","Furniture","Trenton","United States","Matt Abelman",0,1,"8/8/2015","CA-2015-124478",48183,"Nu-Dell","Nu-Dell Float Frame 11 x 14 1/2",22.6296,6,"Central",53.88,"Home Office","8/12/2015","Standard Class","Michigan","Furnishings"
"8541","Furniture","Dubuque","United States","Deanra Eno",0,1,"9/24/2016","CA-2016-153381",52001,"Hon","Hon Olson Stacker Stools",394.268,10,"Central",1408.1,"Home Office","9/28/2016","Standard Class","Iowa","Chairs"
"8542","Furniture","Dallas","United States","Katherine Murray",0.3,1,"7/20/2015","CA-2015-143903",75217,"Hon","HON 5400 Series Task Chairs for Big and Tall",-140.196,2,"Central",981.372,"Home Office","7/24/2015","Standard Class","Texas","Chairs"
"8543","Furniture","San Antonio","United States","Meg O'Connel",0.3,1,"11/22/2016","CA-2016-139094",78207,"Hon","Hon 2111 Invitation Series Straight Table",-32.5226,2,"Central",206.962,"Home Office","11/27/2016","Standard Class","Texas","Tables"
"8544","Furniture","Houston","United States","Roger Barcio",0.3,1,"12/26/2016","CA-2016-119550",77070,"Office Star","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-90.3762,3,"Central",275.058,"Home Office","12/31/2016","Standard Class","Texas","Chairs"
"8545","Furniture","League City","United States","Paul Van Hugh",0.3,1,"7/12/2015","CA-2015-161508",77573,"Hon","Hon Deluxe Fabric Upholstered Stacking Chairs",-14.6388,3,"Central",512.358,"Home Office","7/16/2015","Standard Class","Texas","Chairs"
"8546","Furniture","Dallas","United States","Deborah Brumfield",0.3,1,"6/19/2018","CA-2018-154011",75081,"Chromcraft","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",-84.9615,3,"Central",457.485,"Home Office","6/26/2018","Standard Class","Texas","Tables"
"8547","Furniture","Normal","United States","Daniel Raglin",0.3,1,"3/30/2016","CA-2016-104871",61761,"Office Star","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-110.0232,4,"Central",366.744,"Home Office","4/3/2016","Standard Class","Illinois","Chairs"
"8548","Furniture","Houston","United States","Emily Ducich",0.3,1,"8/17/2018","CA-2018-133102",77095,"SAFCO","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",-2.1312,4,"Central",74.592,"Home Office","8/24/2018","Standard Class","Texas","Chairs"
"8549","Furniture","Elmhurst","United States","Vicky Freymann",0.3,1,"3/1/2015","CA-2015-113880",60126,"Novimex","Novimex Swivel Fabric Task Chair",-172.1172,6,"Central",634.116,"Home Office","3/5/2015","Standard Class","Illinois","Chairs"
"8550","Furniture","Odessa","United States","Becky Castell",0.3,1,"9/13/2015","CA-2015-113859",79762,"Other","Padded Folding Chairs, Black, 4/Carton",-9.7176,6,"Central",340.116,"Home Office","9/17/2015","Standard Class","Texas","Chairs"
"8551","Furniture","Pasadena","United States","Steve Nguyen",0.3,1,"11/18/2017","CA-2017-119963",77506,"Global","Global Value Steno Chair, Gray",-18.222,6,"Central",255.108,"Home Office","11/22/2017","Standard Class","Texas","Chairs"
"8552","Furniture","Rockford","United States","Steve Nguyen",0.3,1,"10/12/2018","CA-2018-152702",61107,"Global","Global Stack Chair without Arms, Black",-18.186,14,"Central",254.604,"Home Office","10/16/2018","Standard Class","Illinois","Chairs"
"8553","Furniture","Houston","United States","Michelle Tran",0.32,1,"9/25/2015","US-2015-112914",77041,"O'Sullivan","O'Sullivan Living Dimensions 5-Shelf Bookcases",-97.2312,2,"Central",300.5328,"Home Office","9/30/2015","Standard Class","Texas","Bookcases"
"8554","Furniture","Chicago","United States","Julie Kriz",0.5,1,"2/17/2018","CA-2018-154039",60653,"Chromcraft","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-269.3376,3,"Central",480.96,"Home Office","2/22/2018","Standard Class","Illinois","Tables"
"8555","Furniture","Chicago","United States","Gary Mitchum",0.6,1,"12/14/2018","CA-2018-122595",60653,"Master Caster","Master Caster Door Stop, Gray",-1.3208,1,"Central",2.032,"Home Office","12/20/2018","Standard Class","Illinois","Furnishings"
"8556","Furniture","Austin","United States","Julie Kriz",0.6,1,"5/11/2018","CA-2018-140298",78745,"Other","Telescoping Adjustable Floor Lamp",-6.9965,1,"Central",7.996,"Home Office","5/17/2018","Standard Class","Texas","Furnishings"
"8557","Furniture","Chicago","United States","Sanjit Jacobs",0.6,1,"4/20/2018","CA-2018-166849",60610,"Eldon","Eldon Cleatmat Chair Mats for Medium Pile Carpets",-52.17,2,"Central",44.4,"Home Office","4/26/2018","Standard Class","Illinois","Furnishings"
"8558","Furniture","Houston","United States","Emily Ducich",0.6,1,"8/17/2018","CA-2018-133102",77095,"Other","36X48 HARDFLOOR CHAIRMAT",-22.2388,2,"Central",16.784,"Home Office","8/24/2018","Standard Class","Texas","Furnishings"
"8559","Furniture","Aurora","United States","Julie Kriz",0.6,1,"9/3/2017","US-2017-100566",60505,"Tenex","Tenex ""The Solids"" Textured Chair Mats",-90.2484,3,"Central",83.952,"Home Office","9/9/2017","Standard Class","Illinois","Furnishings"
"8560","Furniture","Saint Charles","United States","Michael Granlund",0.6,1,"12/29/2015","CA-2015-118276",60174,"Master Caster","Master Caster Door Stop, Large Brown",-4.8048,3,"Central",8.736,"Home Office","1/2/2016","Standard Class","Illinois","Furnishings"
"8561","Furniture","Dallas","United States","Ben Ferrer",0.6,1,"4/30/2017","US-2017-120460",75081,"Other","Flat Face Poster Frame",-10.1736,3,"Central",22.608,"Home Office","5/5/2017","Standard Class","Texas","Furnishings"
"8562","Furniture","Dallas","United States","Lindsay Shagiari",0.6,1,"11/12/2018","CA-2018-164168",75081,"Eldon","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",-17.7072,3,"Central",22.848,"Home Office","11/18/2018","Standard Class","Texas","Furnishings"
"8563","Furniture","Pharr","United States","Mick Hernandez",0.6,1,"8/23/2017","US-2017-160528",78577,"Other","Flat Face Poster Frame",-10.1736,3,"Central",22.608,"Home Office","8/30/2017","Standard Class","Texas","Furnishings"
"8564","Furniture","Dallas","United States","Katherine Murray",0.6,1,"7/20/2015","CA-2015-143903",75217,"Westinghouse","Westinghouse Clip-On Gooseneck Lamps",-14.229,5,"Central",16.74,"Home Office","7/24/2015","Standard Class","Texas","Furnishings"
"8565","Furniture","Pasadena","United States","Barry Franz",0.6,1,"7/28/2017","US-2017-105452",77506,"Eldon","Eldon Image Series Desk Accessories, Ebony",-9.88,5,"Central",24.7,"Home Office","8/1/2017","Standard Class","Texas","Furnishings"
"8566","Furniture","Pasadena","United States","Barry Franz",0.6,1,"7/28/2017","US-2017-105452",77506,"Tenex","Tenex Chairmat w/ Average Lip, 45"" x 53""",-378.4,5,"Central",302.72,"Home Office","8/1/2017","Standard Class","Texas","Furnishings"
"8567","Furniture","Baltimore","United States","Michael Granlund",0,1,"7/16/2016","CA-2016-146948",21215,"Global","Global Manager's Adjustable Task Chair, Storm",43.7842,1,"East",150.98,"Home Office","7/20/2016","Standard Class","Maryland","Chairs"
"8568","Furniture","Franklin","United States","Daniel Raglin",0,1,"9/1/2016","CA-2016-104626",2038,"Global","Global Value Steno Chair, Gray",15.185,1,"East",60.74,"Home Office","9/8/2016","Standard Class","Massachusetts","Chairs"
"8569","Furniture","Clinton","United States","Paul Stevenson",0,1,"10/4/2018","CA-2018-163818",20735,"Other","24-Hour Round Wall Clock",8.5914,1,"East",19.98,"Home Office","10/8/2018","Standard Class","Maryland","Furnishings"
"8570","Furniture","Cambridge","United States","Paul Van Hugh",0,1,"3/11/2018","US-2018-133081",2138,"Executive Impressions","Executive Impressions 16-1/2"" Circular Wall Clock",11.7568,1,"East",26.72,"Home Office","3/15/2018","Standard Class","Massachusetts","Furnishings"
"8571","Furniture","Holyoke","United States","Paul Prost",0,1,"7/6/2016","CA-2016-146087",1040,"Bush","Bush Mission Pointe Library",60.392,2,"East",301.96,"Home Office","7/11/2016","Standard Class","Massachusetts","Bookcases"
"8572","Furniture","Providence","United States","Katherine Murray",0,1,"12/31/2015","CA-2015-133592",2908,"Sauder","Sauder Inglewood Library Bookcases",78.6508,2,"East",341.96,"Home Office","1/7/2016","Standard Class","Rhode Island","Bookcases"
"8573","Furniture","Danbury","United States","Julia Barnett",0,1,"12/23/2018","CA-2018-110625",6810,"DAX","DAX Wood Document Frame",9.8856,2,"East",27.46,"Home Office","12/30/2018","Standard Class","Connecticut","Furnishings"
"8574","Furniture","Columbia","United States","Tracy Hopkins",0,1,"8/21/2018","CA-2018-112956",21044,"DAX","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",8.5544,2,"East",25.16,"Home Office","8/27/2018","Standard Class","Maryland","Furnishings"
"8575","Furniture","Franklin","United States","Daniel Raglin",0,1,"9/1/2016","CA-2016-104626",2038,"Deflect-o","Deflect-o Glass Clear Studded Chair Mats",27.3592,2,"East",124.36,"Home Office","9/8/2016","Standard Class","Massachusetts","Furnishings"
"8576","Furniture","New York City","United States","Nicole Fjeld",0,1,"4/4/2016","CA-2016-110667",10009,"Eldon","Eldon Advantage Foldable Chair Mats for Low Pile Carpets",22.764,2,"East",108.4,"Home Office","4/8/2016","Standard Class","New York","Furnishings"
"8577","Furniture","Malden","United States","Anne Pryor",0,1,"9/8/2017","US-2017-114174",2148,"Bush","Bush Westfield Collection Bookcases, Dark Cherry Finish",13.9152,3,"East",173.94,"Home Office","9/14/2017","Standard Class","Massachusetts","Bookcases"
"8578","Furniture","Fairfield","United States","Alan Dominguez",0,1,"12/1/2018","CA-2018-143245",6824,"Global","Global Comet Stacking Armless Chair",251.202,3,"East",897.15,"Home Office","12/6/2018","Standard Class","Connecticut","Chairs"
"8579","Furniture","Everett","United States","Tracy Hopkins",0,1,"9/21/2016","CA-2016-117800",2149,"Global","Global Ergonomic Managers Chair",141.1644,3,"East",542.94,"Home Office","9/26/2016","Standard Class","Massachusetts","Chairs"
"8580","Furniture","New York City","United States","Tracy Hopkins",0,1,"7/23/2016","CA-2016-120810",10009,"Howard Miller","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",50.2398,3,"East",128.82,"Home Office","7/27/2016","Standard Class","New York","Furnishings"
"8581","Furniture","Columbia","United States","Tracy Hopkins",0,1,"8/21/2018","CA-2018-112956",21044,"Seth Thomas","Seth Thomas 12"" Clock w/ Goldtone Case",31.2528,4,"East",91.92,"Home Office","8/27/2018","Standard Class","Maryland","Furnishings"
"8582","Furniture","Paterson","United States","Skye Norling",0,1,"9/11/2016","CA-2016-125934",7501,"Eldon","Eldon Pizzaz Desk Accessories",3.9248,4,"East",8.92,"Home Office","9/18/2016","Standard Class","New Jersey","Furnishings"
"8583","Furniture","Rome","United States","Bill Eplett",0,1,"7/17/2018","US-2018-105046",13440,"DAX","DAX Solid Wood Frames",14.4596,4,"East",39.08,"Home Office","7/23/2018","Standard Class","New York","Furnishings"
"8584","Furniture","Baltimore","United States","Lindsay Shagiari",0,1,"11/28/2018","CA-2018-117702",21215,"Eldon","Eldon Image Series Desk Accessories, Burgundy",7.524,5,"East",20.9,"Home Office","12/4/2018","Standard Class","Maryland","Furnishings"
"8585","Furniture","Baltimore","United States","Lindsay Shagiari",0,1,"11/28/2018","CA-2018-117702",21215,"Luxo","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",272.792,5,"East",1049.2,"Home Office","12/4/2018","Standard Class","Maryland","Furnishings"
"8586","Furniture","Providence","United States","Katherine Murray",0,1,"12/31/2015","CA-2015-133592",2908,"Global","Global Fabric Manager's Chair, Dark Gray",151.47,6,"East",605.88,"Home Office","1/7/2016","Standard Class","Rhode Island","Chairs"
"8587","Furniture","Providence","United States","Deborah Brumfield",0,1,"12/2/2017","CA-2017-163804",2908,"Eldon","Eldon 500 Class Desk Accessories",23.8986,6,"East",72.42,"Home Office","12/8/2017","Standard Class","Rhode Island","Furnishings"
"8588","Furniture","New York City","United States","Benjamin Farhat",0,1,"11/9/2015","CA-2015-103219",10035,"Eldon","Eldon 200 Class Desk Accessories, Black",21.4776,9,"East",56.52,"Home Office","11/13/2015","Standard Class","New York","Furnishings"
"8589","Furniture","New York City","United States","Paul Prost",0.1,1,"9/8/2015","CA-2015-146815",10009,"Global","Global Super Steno Chair",13.4372,2,"East",172.764,"Home Office","9/13/2015","Standard Class","New York","Chairs"
"8590","Furniture","New York City","United States","Becky Castell",0.1,1,"8/12/2017","CA-2017-143910",10011,"Global","Global Geo Office Task Chair, Gray",-8.098,2,"East",145.764,"Home Office","8/16/2017","Standard Class","New York","Chairs"
"8591","Furniture","New York City","United States","Robert Marley",0.1,1,"11/14/2015","CA-2015-166989",10011,"SAFCO","Safco Chair Connectors, 6/Carton",14.6224,2,"East",69.264,"Home Office","11/18/2015","Standard Class","New York","Chairs"
"8592","Furniture","New York City","United States","Chuck Clark",0.1,1,"9/6/2016","CA-2016-150791",10024,"Global","Global Airflow Leather Mesh Back Chair, Black",60.392,2,"East",271.764,"Home Office","9/13/2016","Standard Class","New York","Chairs"
"8593","Furniture","New York City","United States","Dennis Bolton",0.1,1,"4/26/2017","CA-2017-139556",10009,"Office Star","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",62.7822,3,"East",434.646,"Home Office","5/1/2017","Standard Class","New York","Chairs"
"8594","Furniture","Watertown","United States","Michelle Arnett",0.1,1,"6/27/2018","CA-2018-123638",13601,"Other","Situations Contoured Folding Chairs, 4/Set",31.941,3,"East",191.646,"Home Office","7/4/2018","Standard Class","New York","Chairs"
"8595","Furniture","New York City","United States","Thomas Brumley",0.1,1,"12/27/2015","CA-2015-163447",10011,"Global","Global Push Button Manager's Chair, Indigo",161.9674,14,"East",767.214,"Home Office","12/31/2015","Standard Class","New York","Chairs"
"8596","Furniture","Chester","United States","Mick Hernandez",0.2,1,"3/10/2018","CA-2018-144638",19013,"Westinghouse","Westinghouse Clip-On Gooseneck Lamps",0.5022,1,"East",6.696,"Home Office","3/14/2018","Standard Class","Pennsylvania","Furnishings"
"8597","Furniture","Philadelphia","United States","Valerie Takahito",0.2,1,"4/5/2016","CA-2016-167010",19143,"DAX","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",2.37,1,"East",7.584,"Home Office","4/10/2016","Standard Class","Pennsylvania","Furnishings"
"8598","Furniture","Chester","United States","Mick Hernandez",0.2,1,"3/10/2018","CA-2018-144638",19013,"Howard Miller","Howard Miller Distant Time Traveler Alarm Clock",11.5164,2,"East",43.872,"Home Office","3/14/2018","Standard Class","Pennsylvania","Furnishings"
"8599","Furniture","Philadelphia","United States","Julie Kriz",0.2,1,"10/4/2016","CA-2016-134859",19134,"Other","DataProducts Ampli Magnifier Task Lamp, Black,",6.4944,3,"East",64.944,"Home Office","10/9/2016","Standard Class","Pennsylvania","Furnishings"
"8600","Furniture","Philadelphia","United States","Meg O'Connel",0.2,1,"4/22/2018","CA-2018-169054",19140,"Tenex","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",0,3,"East",254.352,"Home Office","4/26/2018","Standard Class","Pennsylvania","Furnishings"
"8601","Furniture","Columbus","United States","Laurel Beltran",0.2,1,"4/23/2015","US-2015-150119",43229,"G. E.","G.E. Halogen Desk Lamp Bulbs",7.8176,4,"East",22.336,"Home Office","4/27/2015","Standard Class","Ohio","Furnishings"
"8602","Furniture","Philadelphia","United States","Valerie Takahito",0.2,1,"4/5/2016","CA-2016-167010",19143,"Tenex","Tenex Antistatic Computer Chair Mats",-68.392,4,"East",547.136,"Home Office","4/10/2016","Standard Class","Pennsylvania","Furnishings"
"8603","Furniture","Philadelphia","United States","Alan Dominguez",0.2,1,"6/14/2016","CA-2016-120439",19120,"Eldon","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",5.1072,6,"East",51.072,"Home Office","6/18/2016","Standard Class","Pennsylvania","Furnishings"
"8604","Furniture","Lorain","United States","Brad Eason",0.2,1,"5/6/2017","CA-2017-118052",44052,"DAX","DAX Solid Wood Frames",11.6263,7,"East",54.712,"Home Office","5/10/2017","Standard Class","Ohio","Furnishings"
"8605","Furniture","Springfield","United States","Paul Prost",0.2,1,"11/10/2017","CA-2017-145177",45503,"DAX","DAX Natural Wood-Tone Poster Frame",29.6576,7,"East",148.288,"Home Office","11/14/2017","Standard Class","Ohio","Furnishings"
"8606","Furniture","Columbus","United States","Mark Packer",0.2,1,"1/11/2017","CA-2017-141887",43229,"Ultra","Ultra Door Push Plate",8.9362,14,"East",54.992,"Home Office","1/15/2017","Standard Class","Ohio","Furnishings"
"8607","Furniture","Columbus","United States","Laurel Beltran",0.3,1,"4/23/2015","US-2015-150119",43229,"Global","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-12.0588,2,"East",281.372,"Home Office","4/27/2015","Standard Class","Ohio","Chairs"
"8608","Furniture","Columbus","United States","Laurel Beltran",0.3,1,"4/23/2015","US-2015-150119",43229,"Global","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-12.0588,2,"East",281.372,"Home Office","4/27/2015","Standard Class","Ohio","Chairs"
"8609","Furniture","Lawrence","United States","Ben Ferrer",0.3,1,"12/14/2018","CA-2018-151799",1841,"Bretford","Bretford Rectangular Conference Table Tops",-52.6582,2,"East",526.582,"Home Office","12/18/2018","Standard Class","Massachusetts","Tables"
"8610","Furniture","Philadelphia","United States","Phillina Ober",0.3,1,"11/20/2016","CA-2016-110891",19140,"Global","Global High-Back Leather Tilter, Burgundy",-93.4724,4,"East",344.372,"Home Office","11/24/2016","Standard Class","Pennsylvania","Chairs"
"8611","Furniture","Philadelphia","United States","Mick Hernandez",0.3,1,"5/13/2018","CA-2018-137785",19140,"Office Star","Office Star - Mesh Screen back chair with Vinyl seat",-124.431,5,"East",458.43,"Home Office","5/17/2018","Standard Class","Pennsylvania","Chairs"
"8612","Furniture","Philadelphia","United States","Julie Prescott",0.3,1,"11/3/2017","CA-2017-134180",19120,"Bevis","Bevis Steel Folding Chairs",-13.433,7,"East",470.155,"Home Office","11/7/2017","Standard Class","Pennsylvania","Chairs"
"8613","Furniture","Springfield","United States","Mike Pelletier",0.4,1,"3/28/2015","US-2015-117380",45503,"Chromcraft","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",-143.2548,1,"East",330.588,"Home Office","4/3/2015","Standard Class","Ohio","Tables"
"8614","Furniture","New York City","United States","Lindsay Shagiari",0.4,1,"9/17/2016","US-2016-138919",10035,"Riverside","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-103.266,2,"East",344.22,"Home Office","9/21/2016","Standard Class","New York","Tables"
"8615","Furniture","Columbus","United States","Gary Mitchum",0.4,1,"4/19/2017","US-2017-161396",43229,"Bush","Bush Andora Conference Table, Maple/Graphite Gray Finish",-58.1332,2,"East",205.176,"Home Office","4/25/2017","Standard Class","Ohio","Tables"
"8616","Furniture","Philadelphia","United States","Marc Harrigan",0.4,1,"3/11/2018","US-2018-141558",19140,"KI","KI Adjustable-Height Table",-46.4292,3,"East",154.764,"Home Office","3/16/2018","Standard Class","Pennsylvania","Tables"
"8617","Furniture","Philadelphia","United States","Valerie Takahito",0.5,1,"4/5/2016","CA-2016-167010",19143,"Bush","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",-211.47,5,"East",352.45,"Home Office","4/10/2016","Standard Class","Pennsylvania","Bookcases"
"8618","Furniture","Tuscaloosa","United States","Sharelle Roach",0,1,"12/22/2018","CA-2018-100412",35401,"Other","Situations Contoured Folding Chairs, 4/Set",35.49,2,"South",141.96,"Home Office","12/26/2018","Standard Class","Alabama","Chairs"
"8619","Furniture","Henderson","United States","Sample Company A",0,1,"11/20/2018","CA-2018-154123",42420,"Other","9-3/4 Diameter Round Wall Clock",11.5836,2,"South",27.58,"Home Office","11/25/2018","Standard Class","Kentucky","Furnishings"
"8620","Furniture","Louisville","United States","Ann Steele",0,1,"9/22/2017","US-2017-155404",40214,"G. E.","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",6.3744,2,"South",13.28,"Home Office","9/28/2017","Standard Class","Kentucky","Furnishings"
"8621","Furniture","Harrisonburg","United States","Duane Huffman",0,1,"11/15/2016","CA-2016-145324",22801,"Other","12-1/2 Diameter Round Wall Clock",14.3856,2,"South",39.96,"Home Office","11/19/2016","Standard Class","Virginia","Furnishings"
"8622","Furniture","Waynesboro","United States","Adam Bellavance",0,1,"3/13/2017","US-2017-108637",22980,"Howard Miller","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",40.9216,2,"South",127.88,"Home Office","3/18/2017","Standard Class","Virginia","Furnishings"
"8623","Furniture","Louisville","United States","Shirley Schmidt",0,1,"7/24/2016","CA-2016-103135",40214,"Eldon","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6.0726,3,"South",20.94,"Home Office","7/28/2016","Standard Class","Kentucky","Furnishings"
"8624","Furniture","Alexandria","United States","Shirley Daniels",0,1,"1/26/2015","US-2015-155502",22304,"Eldon","Eldon Image Series Black Desk Accessories",4.4712,3,"South",12.42,"Home Office","1/31/2015","Standard Class","Virginia","Furnishings"
"8625","Furniture","Alexandria","United States","Shirley Daniels",0,1,"1/26/2015","US-2015-155502",22304,"GE","GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",30.7818,3,"South",62.82,"Home Office","1/31/2015","Standard Class","Virginia","Furnishings"
"8626","Furniture","Columbus","United States","Maria Etezadi",0,1,"6/12/2018","CA-2018-148474",31907,"Iceberg","Iceberg OfficeWorks 42"" Round Tables",67.941,3,"South",452.94,"Home Office","6/19/2018","Standard Class","Georgia","Tables"
"8627","Furniture","Chesapeake","United States","Christine Kargatis",0,1,"3/14/2015","US-2015-125521",23320,"Global","Global Commerce Series High-Back Swivel/Tilt Chairs",284.98,4,"South",1139.92,"Home Office","3/19/2015","Standard Class","Virginia","Chairs"
"8628","Furniture","Hot Springs","United States","Christine Kargatis",0,1,"4/8/2017","CA-2017-134789",71901,"Eldon","Eldon Radial Chair Mat for Low to Medium Pile Carpets",31.984,4,"South",159.92,"Home Office","4/15/2017","Standard Class","Arkansas","Furnishings"
"8629","Furniture","Columbus","United States","Julia Barnett",0,1,"5/25/2017","CA-2017-139269",31907,"Eldon","Eldon Expressions Mahogany Wood Desk Collection",6.24,4,"South",24.96,"Home Office","5/30/2017","Standard Class","Georgia","Furnishings"
"8630","Furniture","Columbus","United States","Julie Prescott",0,1,"3/11/2017","CA-2017-146171",31907,"Executive Impressions","Executive Impressions 13"" Clairmont Wall Clock",31.5372,4,"South",76.92,"Home Office","3/15/2017","Standard Class","Georgia","Furnishings"
"8631","Furniture","Jackson","United States","Alejandro Ballentine",0,1,"12/20/2017","CA-2017-151155",39212,"C-Line","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",7.3788,4,"South",18.92,"Home Office","12/24/2017","Standard Class","Mississippi","Furnishings"
"8632","Furniture","Charlottesville","United States","Tamara Willingham",0,1,"9/5/2016","CA-2016-135510",22901,"Tensor","Tensor Brushed Steel Torchiere Floor Lamp",12.2328,4,"South",67.96,"Home Office","9/12/2016","Standard Class","Virginia","Furnishings"
"8633","Furniture","Arlington","United States","Lindsay Castell",0,1,"10/20/2017","CA-2017-105753",22204,"Other","Aluminum Document Frame",18.33,5,"South",61.1,"Home Office","10/26/2017","Standard Class","Virginia","Furnishings"
"8634","Furniture","Virginia Beach","United States","Harold Pawlan",0,1,"11/24/2015","CA-2015-122217",23464,"Executive Impressions","Executive Impressions 14""",48.906,5,"South",111.15,"Home Office","11/29/2015","Standard Class","Virginia","Furnishings"
"8635","Furniture","Henderson","United States","Maria Etezadi",0,1,"1/6/2015","CA-2015-167199",42420,"Global","Global Deluxe High-Back Manager's Chair",746.4078,9,"South",2573.82,"Home Office","1/10/2015","Standard Class","Kentucky","Chairs"
"8636","Furniture","Suffolk","United States","Max Ludwig",0,1,"8/4/2017","CA-2017-110254",23434,"Advantus","Advantus Panel Wall Certificate Holder - 8.5x11",46.116,9,"South",109.8,"Home Office","8/8/2017","Standard Class","Virginia","Furnishings"
"8637","Furniture","Fort Lauderdale","United States","Anne Pryor",0.2,1,"10/21/2017","CA-2017-136322",33311,"Seth Thomas","Seth Thomas 14"" Day/Date Wall Clock",9.6832,2,"South",45.568,"Home Office","10/26/2017","Standard Class","Florida","Furnishings"
"8638","Furniture","Jacksonville","United States","Sean Miller",0.2,1,"3/18/2015","CA-2015-145317",32216,"Executive Impressions","Executive Impressions 13"" Clairmont Wall Clock",8.0766,2,"South",30.768,"Home Office","3/23/2015","Standard Class","Florida","Furnishings"
"8639","Furniture","Jacksonville","United States","Sean Miller",0.2,1,"3/18/2015","CA-2015-145317",32216,"Dana","Dana Fluorescent Magnifying Lamp, White, 36""",15.294,3,"South",122.352,"Home Office","3/23/2015","Standard Class","Florida","Furnishings"
"8640","Furniture","Clarksville","United States","Parhena Norris",0.2,1,"4/23/2018","US-2018-132031",37042,"Tenex","Tenex Chairmats For Use with Hard Floors",-11.6928,3,"South",77.952,"Home Office","4/27/2018","Standard Class","Tennessee","Furnishings"
"8641","Furniture","Clarksville","United States","Parhena Norris",0.2,1,"4/23/2018","US-2018-132031",37042,"O'Sullivan","O'Sullivan 4-Shelf Bookcase in Odessa Pine",-14.5176,4,"South",387.136,"Home Office","4/27/2018","Standard Class","Tennessee","Bookcases"
"8642","Furniture","Miramar","United States","Sanjit Jacobs",0.2,1,"9/26/2018","CA-2018-129490",33023,"Office Star","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-57.6312,4,"South",419.136,"Home Office","9/30/2018","Standard Class","Florida","Chairs"
"8643","Furniture","Hialeah","United States","Sample Company A",0.2,1,"11/24/2017","CA-2017-123533",33012,"O'Sullivan","O'Sullivan Cherrywood Estates Traditional Bookcase",8.498,5,"South",339.92,"Home Office","11/30/2017","Standard Class","Florida","Bookcases"
"8644","Furniture","Sanford","United States","Mick Hernandez",0.2,1,"4/30/2018","US-2018-108315",32771,"Tenex","Tenex B1-RE Series Chair Mats for Low Pile Carpets",-8.2764,6,"South",220.704,"Home Office","5/4/2018","Standard Class","Florida","Furnishings"
"8645","Furniture","Charlotte","United States","Dean percer",0.4,1,"10/7/2018","CA-2018-148404",28205,"KI","KI Adjustable-Height Table",-36.1116,3,"South",154.764,"Home Office","10/11/2018","Standard Class","North Carolina","Tables"
